DateTime,Heat_watts
09/03/2010 03:45:00,9157291.935
09/03/2010 04:00:00,9135374.051
09/03/2010 04:15:00,9126606.898
09/03/2010 04:30:00,9104689.014
09/03/2010 04:45:00,9060853.246
09/03/2010 05:00:00,9030168.208
09/03/2010 05:15:00,8990716.017
09/03/2010 05:30:00,8946880.249
09/03/2010 05:45:00,8916195.211
09/03/2010 06:00:00,8876743.020
09/03/2010 06:15:00,8854825.136
09/03/2010 06:30:00,8594316.744
09/03/2010 06:45:00,8585786.405
09/03/2010 07:00:00,8555930.218
09/03/2010 07:15:00,8758386.446
09/03/2010 07:30:00,8504748.182
09/03/2010 07:45:00,8483422.334
09/03/2010 08:00:00,8462096.486
09/03/2010 08:15:00,8462096.486
09/03/2010 08:30:00,8462096.486
09/03/2010 08:45:00,8474891.995
09/03/2010 09:00:00,8727701.409
09/03/2010 09:15:00,8802222.214
09/03/2010 09:30:00,8885510.174
09/03/2010 09:45:00,9012633.901
09/03/2010 10:00:00,9104689.014
09/03/2010 10:15:00,9179209.819
09/03/2010 10:30:00,9249347.048
09/03/2010 10:45:00,9332635.007
09/03/2010 11:00:00,9420306.543
09/03/2010 11:15:00,9503594.502
09/03/2010 11:30:00,9586882.462
09/03/2010 11:45:00,9731540.496
09/03/2010 12:00:00,9955102.913
09/03/2010 12:15:00,10183048.906
09/03/2010 12:30:00,10446063.514
09/03/2010 12:45:00,10744146.737
09/03/2010 13:00:00,10967709.154
09/03/2010 13:15:00,11147435.802
09/03/2010 13:30:00,11283326.683
09/03/2010 13:45:00,11423601.141
09/03/2010 14:00:00,11550724.868
09/03/2010 14:15:00,11625245.674
09/03/2010 14:30:00,11660314.288
09/03/2010 14:45:00,11638396.404
09/03/2010 15:00:00,11550724.868
09/03/2010 15:15:00,11467436.909
09/03/2010 15:30:00,11423601.141
09/03/2010 15:45:00,11318395.298
09/03/2010 16:00:00,11221956.608
09/03/2010 16:15:00,11147435.802
09/03/2010 16:30:00,11050997.113
09/03/2010 16:45:00,10976476.307
09/03/2010 17:00:00,10932640.539
09/03/2010 17:15:00,10923873.386
09/03/2010 17:30:00,10923873.386
09/03/2010 17:45:00,10915106.232
09/03/2010 18:00:00,10901955.502
09/03/2010 18:15:00,10880037.618
09/03/2010 18:30:00,10849352.580
09/03/2010 18:45:00,10796749.658
09/03/2010 19:00:00,10744146.737
09/03/2010 19:15:00,10691543.815
09/03/2010 19:30:00,10638940.894
09/03/2010 19:45:00,10595105.126
09/03/2010 20:00:00,10551269.358
09/03/2010 20:15:00,10520584.320
09/03/2010 20:30:00,10511817.166
09/03/2010 20:45:00,10498666.436
